Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Daniel Lloyd","BAL",0.0454,0.0525,0,5.03217,1,0,0,0,,1,4.456,1.0856,0.5988,0.55913,0.154444,0.4292,0.027,0.0413,0.7068,6.3612,3.8628,1.64678,1.39,0.158618,0.0963196,0.06229802966117859,0.272387,1.5148,0.298041,0.705387,0.425894,,5.14081,-0.00861771,-0.0495773,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Daniel Lloyd","sa3017538",681463
"Fineas Del Bonta-Smith",,0.0445,0.0588,0.0124,5.10561,0.8153,0.0393,0,0,,1,4.454,1.077,0.6048,0.56729,0.16,0.4241,0.0218,0.041,0.7236,6.5124,3.8169,1.7062,1.44,0.162461,0.0952178,0.06724291294813156,0.269999,1.5011,0.295302,0.701824,0.389999,,5.16324,-0.00861918,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Fineas Del Bonta-Smith","sa3010821",687486
"Justin Meis","PIT",0.0436,0.0543,0,5.02956,1,0,0,0,,1,4.462,1.0245,0.5933,0.55884,0.158111,0.4733,0.0271,0.0404,0.7961,7.1649,4.2597,1.68202,1.423,0.178418,0.106074,0.07234424352645874,0.259479,1.4978,0.289366,0.708609,0.340019,,5.13948,-0.00864372,-0.0442872,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Justin Meis","sa3017207",701568
"Jack Jasiak","CLE",0.0434,0.0545,0,4.91607,1,0,0,0,,1,4.415,1.0558,0.5838,0.54623,0.158444,0.3942,0.0268,0.0505,0.721,6.489,3.5478,1.82902,1.426,0.163307,0.0892865,0.0740203857421875,0.265924,1.45,0.290326,0.705272,0.397624,,5.08701,-0.00864765,-0.0495622,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jack Jasiak","sa3020738",687916
"Shea Spitzbarth",,0.0431,0.0549,0,5.14134,1,0,0,0,,1,4.49,1.0715,0.608,0.57126,0.150889,0.4647,0.027,0.0429,0.7393,6.6537,4.1823,1.59092,1.358,0.164655,0.103497,0.061158135533332825,0.269059,1.5362,0.297719,0.700552,0.374503,,5.14089,-0.00865958,-0.0442872,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Shea Spitzbarth","18475",665661
"Tyler Driver",,0.044,0.054,0,5.06448,1,0,0,0,,1,4.502,1.0495,0.6014,0.56272,0.146778,0.4934,0.0273,0.0563,0.7625,6.8625,4.4406,1.5454,1.321,0.169369,0.109596,0.059773437678813934,0.265542,1.5429,0.296653,0.703972,0.407004,,5.16735,-0.00866511,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tyler Driver","sa3010253",686593
"Luke Farrell",,0.0434,0.0639,0.0214,5.34429,0.6743,0.0693,0,0,,1,4.451,1.1077,0.6317,0.59381,0.186,0.3876,0.0168,0.0436,0.7082,6.3738,3.4884,1.82714,1.674,0.15911,0.0870816,0.0720287412405014,0.275561,1.4953,0.294887,0.699328,0.398496,,5.43034,-0.00869031,-0.0417522,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Farrell","15101",608652
"Brooks Crawford",,0.0443,0.0536,0,4.99779,1,0,0,0,,1,4.46,1.0443,0.5929,0.55531,0.154444,0.4644,0.0271,0.0414,0.7452,6.7068,4.1796,1.60465,1.39,0.167085,0.104126,0.06295964121818542,0.264099,1.5087,0.291321,0.708561,0.390998,,5.16991,-0.00869378,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Brooks Crawford","sa3011554",663883
"Austin Smith","COL",0.0407,0.0572,0,5.76369,1,0,0,0,,1,4.585,1.1344,0.6799,0.64041,0.165889,0.5208,0.0278,0.0434,0.7586,6.8274,4.6872,1.45661,1.493,0.165453,0.113588,0.05186477303504944,0.282133,1.6552,0.312795,0.685404,0.412431,,5.46709,-0.0086949,-0.0344302,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Austin Smith","sa3017071",694518
"Ian Villers","SFG",0.0443,0.0537,0,4.77369,1,0,0,0,,1,4.446,1.0721,0.571,0.53041,0.132889,0.4175,0.027,0.0432,0.7002,6.3018,3.7575,1.67713,1.196,0.15749,0.0939046,0.06358525156974792,0.269014,1.4896,0.297953,0.704688,0.441088,,4.84439,-0.00870677,-0.0496753,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ian Villers","sa3017303",677351
"Jared Solomon",,0.0443,0.0536,0,4.99104,1,0,0,0,,1,4.511,1.0126,0.593,0.55456,0.144556,0.5355,0.027,0.0572,0.8104,7.2936,4.8195,1.51335,1.301,0.17965,0.11871,0.06093992292881012,0.258428,1.5481,0.292927,0.70973,0.40201,,5.17166,-0.00871326,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jared Solomon","23425",676660
"Gerardo Gutierrez","ARI",0.0454,0.0525,0,4.95387,1,0,0,0,,1,4.476,1.0585,0.5899,0.55043,0.134889,0.4749,0.0272,0.0443,0.7414,6.6726,4.2741,1.56117,1.214,0.165639,0.106099,0.05953976511955261,0.267514,1.5334,0.299824,0.701719,0.418974,,4.96349,-0.00871561,-0.0452986,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Gerardo Gutierrez","sa3005379",677916
"Seunghwan Oh",,0.0434,0.0546,0,5.21982,1,0,0,0,,1,4.442,1.1342,0.6172,0.57998,0.167,0.3547,0.027,0.0398,0.6586,5.9274,3.1923,1.85678,1.503,0.148267,0.0798514,0.06841512024402618,0.280222,1.4889,0.300196,0.694526,0.387991,,5.17244,-0.00872195,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Seunghwan Oh","18719",493200
"Jake Brentz",,0.0451,0.0528,0,4.7898,1,0,0,0,,1,4.632,0.9256,0.573,0.5322,0.117,0.7514,0.0268,0.068,0.9707,8.7363,6.7626,1.29186,1.053,0.209564,0.162219,0.04734456539154053,0.242774,1.677,0.296745,0.72958,0.430985,,5.17294,-0.00872753,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jake Brentz","17783",641394
"Matthew Bollenbacher",,0.0441,0.0538,0,5.02137,1,0,0,0,,1,4.456,1.086,0.5974,0.55793,0.151667,0.4186,0.027,0.0472,0.6648,5.9832,3.7674,1.58815,1.365,0.149192,0.0939408,0.0552513524889946,0.272167,1.5046,0.294396,0.702022,0.416996,,5.1746,-0.00874615,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Matthew Bollenbacher","sa3022954",809232
"Tanner Burns","CLE",0.0433,0.0546,0,4.94523,1,0,0,0,,1,4.454,1.0315,0.5874,0.54947,0.152556,0.4744,0.027,0.0386,0.7808,7.0272,4.2696,1.64587,1.373,0.175303,0.106511,0.06879209727048874,0.261736,1.5059,0.292237,0.710736,0.398632,,5.09576,-0.00874635,-0.0495622,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Tanner Burns","sa3014451",669142
"Jacob Wosinski","MIN",0.0431,0.0548,0,5.20218,1,0,0,0,,1,4.502,1.0814,0.6156,0.57802,0.152556,0.4637,0.0273,0.0479,0.729,6.561,4.1733,1.57214,1.373,0.161928,0.102999,0.058929361402988434,0.271,1.5451,0.298775,0.698073,0.388263,,5.19516,-0.00875384,-0.0473774,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jacob Wosinski","sa3021825",814291
"Marco Jimenez","DET",0.0434,0.0545,0,4.95549,1,0,0,0,,1,4.533,1.0708,0.5936,0.55061,0.126444,0.526,0.0275,0.0437,0.6686,6.0174,4.734,1.2711,1.138,0.147496,0.116038,0.03145819902420044,0.270179,1.5968,0.298068,0.706589,0.459822,,5.15081,-0.00875447,-0.0483831,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Marco Jimenez","sa3002926",672380
"Sam Weatherly","COL",0.0415,0.0565,0,5.58855,1,0,0,0,,1,4.604,1.0629,0.658,0.62095,0.164778,0.5929,0.0279,0.0504,0.867,7.803,5.3361,1.4623,1.483,0.188314,0.128779,0.05953517556190491,0.268362,1.6558,0.306639,0.700156,0.370919,,5.47315,-0.00875931,-0.0344302,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sam Weatherly","sa3014455",676333
"Zach Messinger","NYY",0.0488,0.0626,0.035,4.94685,0.53,0.1,0,0,,1,4.439,1.0441,0.5877,0.54965,0.167444,0.419,0.0137,0.0474,0.7415,6.6735,3.771,1.76969,1.507,0.167042,0.0943906,0.07265149801969528,0.262825,1.4631,0.286147,0.712473,0.398832,,5.22811,-0.00878542,-0.0499561,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zach Messinger","sa3018093",684725
"Wyatt Olds","BOS",0.0437,0.0543,0,5.19777,1,0,0,0,,1,4.577,1.0202,0.6174,0.57753,0.135778,0.5831,0.0278,0.0851,0.8358,7.5222,5.2479,1.43337,1.222,0.182609,0.127398,0.05521082878112793,0.261001,1.6033,0.301108,0.697631,0.426134,,5.23325,-0.008827,-0.0441174,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Wyatt Olds","sa3017539",681544
"John Matthews",,0.0439,0.054,0,5.06484,1,0,0,0,,1,4.523,1.059,0.6031,0.56276,0.139667,0.4984,0.0274,0.0702,0.737,6.633,4.4856,1.47873,1.257,0.162945,0.110192,0.052752599120140076,0.267803,1.5574,0.298705,0.700729,0.431995,,5.1826,-0.0088355,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"John Matthews","sa3010311",687397
"Billy Sullivan",,0.0441,0.0539,0,5.0247,1,0,0,0,,1,4.541,1.0428,0.5996,0.5583,0.133111,0.5517,0.0276,0.0583,0.7561,6.8049,4.9653,1.37049,1.198,0.166505,0.121493,0.045012108981609344,0.265276,1.5945,0.299064,0.706533,0.444009,,5.18338,-0.00884419,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Billy Sullivan","sa3014918",676907
"Baron Stuart","NYY",0.0485,0.0611,0.0308,4.89204,0.5927,0.0867,0,0,,1,4.481,1.0594,0.5859,0.54356,0.146889,0.4672,0.0156,0.0473,0.6776,6.0984,4.2048,1.45034,1.322,0.151216,0.104262,0.04695381224155426,0.267087,1.5266,0.290423,0.712136,0.455758,,5.23299,-0.00884882,-0.0499656,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Baron Stuart","sa3020888",685067
"Moises Rodriguez","DET",0.0434,0.0545,0,4.95918,1,0,0,0,,1,4.539,1.076,0.5946,0.55102,0.124222,0.5246,0.0275,0.0495,0.6564,5.9076,4.7214,1.25124,1.118,0.144613,0.115576,0.0290372297167778,0.271381,1.6006,0.298899,0.705129,0.468379,,5.15953,-0.00885148,-0.0483831,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Moises Rodriguez","sa3017389",685481
"Roman Phansalkar","LAA",0.0419,0.056,0,5.12667,1,0,0,0,,1,4.517,1.052,0.6098,0.56963,0.149111,0.516,0.0274,0.0606,0.7427,6.6843,4.644,1.43934,1.342,0.164423,0.114235,0.05018816888332367,0.266978,1.568,0.296166,0.70495,0.427653,,5.31798,-0.00886814,-0.0465713,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Roman Phansalkar","sa3019949",676502
"Alejandro Torres","HOU",0.0453,0.0576,0.0114,5.09607,0.8285,0.0365,0,0,,1,4.465,1.0221,0.6029,0.56623,0.161444,0.4781,0.0223,0.0583,0.8201,7.3809,4.3029,1.71533,1.453,0.183673,0.107077,0.0765957459807396,0.260169,1.5002,0.292039,0.704219,0.383498,,5.20291,-0.00890655,-0.0484365,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Alejandro Torres","sa3023265",687776
"Jack Noble",,0.044,0.0539,0,5.0724,1,0,0,0,,1,4.474,1.0537,0.6009,0.5636,0.155556,0.4558,0.0271,0.0538,0.7481,6.7329,4.1022,1.64129,1.4,0.167211,0.101878,0.06533303111791611,0.265791,1.5095,0.29344,0.703402,0.386999,,5.18996,-0.00891765,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jack Noble","sa3020482",804665
"Manuel Cachutt",,0.0454,0.0617,0.0224,5.09139,0.6858,0.0668,0,0,,1,4.46,1.0745,0.6044,0.56571,0.156889,0.4314,0.0183,0.046,0.7068,6.3612,3.8826,1.63839,1.412,0.158475,0.0967265,0.061748869717121124,0.269799,1.5059,0.294209,0.700872,0.402997,,5.19329,-0.00894482,-0.0470039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Manuel Cachutt","sa3003133",674289
"Dan Hammer",,0.0443,0.057,0.0079,5.05269,0.8821,0.0251,0,0,,1,4.531,1.0292,0.6015,0.56141,0.139556,0.5605,0.0241,0.0474,0.79,7.11,5.0445,1.40946,1.256,0.174354,0.123703,0.05065107345581055,0.262344,1.5897,0.297188,0.708731,0.422988,,5.19306,-0.00895226,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Dan Hammer","sa3011525",669285
"Gunner Mayer","SEA",0.0464,0.0515,0,4.53933,1,0,0,0,,1,4.456,0.9392,0.5422,0.50437,0.135667,0.5432,0.027,0.0552,0.8898,8.0082,4.8888,1.63807,1.221,0.199686,0.121903,0.0777827650308609,0.243467,1.4824,0.28372,0.727446,0.401639,,4.9144,-0.0089563,-0.055415,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gunner Mayer","sa3011199",686763
"Josh Hejka","TEX",0.0441,0.0539,0,5.10156,1,0,0,0,,1,4.439,1.0672,0.6028,0.56684,0.169889,0.3977,0.0269,0.0552,0.7163,6.4467,3.5793,1.80111,1.529,0.161365,0.0895922,0.07177291810512543,0.26773,1.4649,0.289463,0.702576,0.370551,,5.26979,-0.00896123,-0.0492908,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Josh Hejka","sa3011152",691196
"Mason Green","COL",0.0406,0.0706,0.0255,5.6844,0.5457,0.0967,0,0,,1,4.576,1.1383,0.6716,0.6316,0.166333,0.5009,0.0146,0.049,0.7275,6.5475,4.5081,1.45239,1.497,0.158982,0.109462,0.04951923340559006,0.28273,1.6392,0.310308,0.68803,0.413427,,5.49217,-0.00897168,-0.0344398,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Green","sa3017717",679057
"Ryan Shreve",,0.0441,0.0568,0.0071,5.07159,0.8945,0.0225,0,0,,1,4.461,1.1144,0.6046,0.56351,0.149556,0.4133,0.024,0.0364,0.616,5.544,3.7197,1.49044,1.346,0.138086,0.0926474,0.0454382449388504,0.277815,1.5277,0.297264,0.700208,0.436983,,5.19646,-0.00898017,-0.0470039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Ryan Shreve","sa3010555",662914
"Walbert Urena","LAA",0.3599,0.4237,0,4.43206,8,0,0,0.6283,,8,35.445,8.1993,4.2885,3.93961,0.88,3.9114,0.2151,0.4072,6.2683,7.05184,4.40033,1.60257,0.99,0.176846,0.110351,0.06649456918239594,0.263419,1.51384,0.305249,0.719038,0.514657,,4.61754,-0.00900326,0.020999,999,,,,,,,30.100000000000005,3.7625000000000006,31,3.875,9.51,6.84,5.4,4.41,3.65,3.02,2.46,1.94,1.4,5.57,5.29,5.1,4.94,4.79,4.65,4.5,4.34,4.12,"Walbert Urena","sa3018298",700712
"Mason Hickman",,0.045,0.0604,0.0176,5.06979,0.7419,0.0549,0,0,,1,4.486,1.0205,0.6003,0.56331,0.155889,0.5074,0.0199,0.0457,0.8104,7.2936,4.5666,1.59716,1.403,0.180651,0.113107,0.06754348427057266,0.259478,1.5279,0.291447,0.708278,0.379014,,5.20019,-0.00902185,-0.0470039,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Hickman","sa3015033",668971
"Chayce McDermott","BAL",1.1808,1.1705,0,4.29898,24,0,0,0.6567,,24,104.575,21.9487,12.3016,11.464,3.29333,11.6188,0.6198,1.0664,24.5994,9.22478,4.35705,2.11721,1.235,0.235232,0.111105,0.12412717938423157,0.238859,1.39865,0.291503,0.7344,0.392825,,4.45473,-0.00902249,0.0178546,999,,,,,,,98.50000000000001,4.104166666666667,96,4,7.68,6.19,5.29,4.63,4.09,3.61,3.16,2.7,2.17,5.34,5.07,4.88,4.72,4.58,4.44,4.3,4.14,3.92,"Chayce McDermott","29866",694646
"Si Hwan Chang",,0.0436,0.0543,0,5.11272,1,0,0,0,,1,4.564,1.0653,0.6105,0.56808,0.13,0.5746,0.0277,0.0437,0.74,6.66,5.1714,1.28785,1.17,0.162138,0.125898,0.036240145564079285,0.26999,1.6399,0.304093,0.706084,0.456991,,5.20004,-0.00903017,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Si Hwan Chang","sa3012048",673485
"Mason Miller","KCR",0.0463,0.0645,0.0327,5.12253,0.549,0.096,0,0,,1,4.561,1.0865,0.6119,0.56917,0.127556,0.5411,0.0148,0.0565,0.6746,6.0714,4.8699,1.24672,1.148,0.147906,0.118636,0.02926989644765854,0.274133,1.6276,0.303344,0.700955,0.450868,,5.23696,-0.00903556,-0.0449403,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mason Miller","sa3023658",692223
"Allan Hernandez",,0.0441,0.0538,0,5.03586,1,0,0,0,,1,4.509,1.0191,0.5977,0.55954,0.147444,0.5431,0.0274,0.0412,0.8018,7.2162,4.8879,1.47634,1.327,0.177822,0.120448,0.05737414211034775,0.259663,1.5622,0.292949,0.7114,0.393994,,5.20121,-0.00904332,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Allan Hernandez","sa3011399",687198
"Preston Johnson",,0.0449,0.0596,0.0156,5.05143,0.7708,0.0488,0,0,,1,4.509,0.9991,0.5985,0.56127,0.150889,0.5584,0.0209,0.0416,0.8465,7.6185,5.0256,1.51594,1.358,0.187736,0.123841,0.06389444321393967,0.25559,1.5575,0.29132,0.712346,0.379995,,5.20369,-0.00907098,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Preston Johnson","sa3020565",699980
"Austin Vernon","TBR",0.0437,0.0598,0.0122,5.12694,0.8112,0.0402,0,0,,1,4.491,1.0104,0.6065,0.56966,0.166444,0.5216,0.0219,0.0467,0.8521,7.6689,4.6944,1.63363,1.498,0.189735,0.116143,0.07359162718057632,0.257578,1.532,0.290603,0.712483,0.380916,,5.29961,-0.00911368,-0.0475194,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Austin Vernon","sa3017138",694391
"Dalton Roach",,0.0454,0.0598,0.0175,5.02128,0.7477,0.0537,0,0,,1,4.4,1.0437,0.5923,0.55792,0.175667,0.3812,0.0197,0.0451,0.7446,6.7014,3.4308,1.95331,1.581,0.169227,0.0866364,0.08259091526269913,0.262652,1.4249,0.284281,0.706212,0.343997,,5.2085,-0.00911464,-0.0470039,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dalton Roach","sa3010567",681989
"Sheldon Reed",,0.044,0.054,0,5.09733,1,0,0,0,,1,4.486,1.026,0.6022,0.56637,0.159333,0.5021,0.0272,0.0402,0.8125,7.3125,4.5189,1.6182,1.434,0.181119,0.111926,0.0691930502653122,0.260162,1.5281,0.291624,0.709484,0.360999,,5.20837,-0.0091232,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Sheldon Reed","sa3017382",663477
"Jeff Lindgren",,0.0424,0.0555,0,5.08104,1,0,0,0,,1,4.46,1.0743,0.6023,0.56456,0.155444,0.4309,0.0268,0.0418,0.6905,6.2145,3.8781,1.60246,1.399,0.154821,0.0966144,0.058206282556056976,0.26943,1.5052,0.292503,0.701239,0.388444,,5.19301,-0.00914295,-0.0449574,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Jeff Lindgren","25830",689167
"Joseph King","STL",0.0437,0.0543,0,4.86324,1,0,0,0,,1,4.486,1.0712,0.5821,0.54036,0.131778,0.4832,0.0272,0.0374,0.6728,6.0552,4.3488,1.39238,1.186,0.149978,0.107713,0.042264826595783234,0.270137,1.5544,0.297208,0.709754,0.446641,,5.06445,-0.00915415,-0.04843,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Joseph King","sa3020857",683165
"Josh Staumont","CIN",0.5555,0.6201,0,4.55564,12,0,0,0.6505,,12,52.724,11.2811,6.4903,6.07419,1.78267,5.9462,0.2777,0.4952,11.9138,8.93535,4.45965,2.0036,1.337,0.225965,0.11278,0.11318565160036087,0.243744,1.43561,0.291487,0.728843,0.37894,,4.69108,-0.00916916,0.0624188,999,,,,,,,45.600000000000016,3.800000000000001,44,3.6666666666666665,9,6.79,5.55,4.67,3.97,3.38,2.84,2.32,1.75,5.74,5.4,5.18,4.99,4.82,4.66,4.49,4.3,4.05,"Josh Staumont","18335",622251
"Bo Takahashi",,0.0433,0.0546,0,5.23287,1,0,0,0,,1,4.488,1.0866,0.618,0.58143,0.161222,0.4259,0.0272,0.0617,0.7406,6.6654,3.8331,1.73891,1.451,0.165018,0.0948975,0.07012031972408295,0.271623,1.5125,0.298646,0.695141,0.378995,,5.21263,-0.00917071,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Bo Takahashi","sa830370",649963
"Cameron Pferrer","SFG",0.0441,0.0538,0,4.85109,1,0,0,0,,1,4.446,1.0213,0.5746,0.53901,0.148556,0.4462,0.027,0.0419,0.8226,7.4034,4.0158,1.84357,1.337,0.18502,0.10036,0.0846603661775589,0.258041,1.4675,0.292206,0.70892,0.365022,,4.88546,-0.00918376,-0.0496753,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Cameron Pferrer","sa3025489",680102
"Dylan Hall","ATH",0.0442,0.0538,0,5.27022,1,0,0,0,,1,4.488,1.0692,0.6228,0.58558,0.165556,0.4752,0.0272,0.0397,0.7316,6.5844,4.2768,1.53956,1.49,0.163012,0.105882,0.0571301206946373,0.26911,1.5444,0.293778,0.702106,0.379519,,5.36886,-0.00922084,-0.0450611,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Dylan Hall","sa3015008",689876
"Pilljoon Jang",,0.0434,0.0546,0,5.19147,1,0,0,0,,1,4.511,1.1029,0.617,0.57683,0.147333,0.4639,0.0274,0.0474,0.6834,6.1506,4.1751,1.47316,1.326,0.151496,0.102838,0.0486588329076767,0.275746,1.5668,0.301539,0.698109,0.425994,,5.21757,-0.00922589,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Pilljoon Jang","sa488314",547755
"Jordany Ventura",,0.0443,0.0536,0,4.98573,1,0,0,0,,1,4.543,0.9952,0.5934,0.55397,0.137667,0.5905,0.0276,0.0592,0.827,7.443,5.3145,1.40051,1.239,0.182038,0.12998,0.05205811560153961,0.255619,1.5857,0.29281,0.712364,0.412997,,5.2199,-0.00925194,-0.0470134,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jordany Ventura","sa3008542",683094
"Nate Savino","ARI",0.0455,0.0524,0,4.89681,1,0,0,0,,1,4.552,1.0699,0.587,0.54409,0.115111,0.5516,0.0276,0.0527,0.7171,6.4539,4.9644,1.30004,1.036,0.157535,0.121178,0.03635764867067337,0.271019,1.6215,0.306465,0.708395,0.464259,,5.01028,-0.00925757,-0.0452986,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nate Savino","sa3023565",691014
"Eric Torres","BAL",0.046,0.052,0,4.92984,1,0,0,0,,1,4.548,0.9758,0.5851,0.54776,0.145333,0.5946,0.0276,0.0713,0.911,8.199,5.3514,1.53212,1.308,0.200308,0.130739,0.06956903636455536,0.251359,1.5704,0.293891,0.720811,0.386199,,5.20017,-0.00928323,-0.0495773,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eric Torres","sa3017262",701539
"Brandon Neeck","PIT",0.0447,0.0619,0.0216,4.99986,0.6999,0.0639,0,0,,1,4.535,1.0505,0.5955,0.55554,0.135,0.5385,0.0189,0.0498,0.7281,6.5529,4.8465,1.35209,1.215,0.160551,0.118743,0.04180816560983658,0.266172,1.589,0.296893,0.709643,0.412254,,5.19884,-0.00931059,-0.0442872,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brandon Neeck","sa3021978",677957
"Sebastian Keane","NYY",0.046,0.0556,0.0089,4.98843,0.8697,0.0277,0,0,,1,4.479,1.0188,0.591,0.55427,0.165667,0.4684,0.0235,0.06,0.7992,7.1928,4.2156,1.70623,1.491,0.178433,0.104577,0.07385577261447906,0.257885,1.4872,0.285737,0.713952,0.378757,,5.2756,-0.00931484,-0.0499656,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Sebastian Keane","sa3020953",687187
"Zack Brown",,0.0454,0.066,0.0335,5.2101,0.5292,0.1002,0,0,,1,4.462,1.1141,0.6182,0.5789,0.160556,0.3982,0.0139,0.0428,0.659,5.931,3.5838,1.65495,1.445,0.147692,0.0892425,0.05844912678003311,0.27707,1.5123,0.297848,0.694435,0.411001,,5.22736,-0.00933514,-0.0470134,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Zack Brown","sa738901",641409
"Luke Young","WSN",0.0421,0.0558,0,5.08068,1,0,0,0,,1,4.444,1.0662,0.6011,0.56452,0.163333,0.4107,0.027,0.0562,0.6899,6.2091,3.6963,1.67981,1.47,0.155243,0.0924167,0.06282627582550049,0.268085,1.4769,0.289022,0.701632,0.376406,,5.27937,-0.00935093,-0.0457174,999,,,,,,,6.800000000000001,6.800000000000001,7,7,,,,,,,,,,,,,,,,,,,"Luke Young","sa3020819",805272
