Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jonathan Mejia","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185942,0.0788586,0.344613,0.228832,0.253028,0.290816,0.243198,0.543844,0.104874,5.92445,0.274065,,0.00109059,0.0614404,-0.0567173,54.3316,0.00109059,0.00784248,-0.053035927820019424,0.007842478342354298,-0.00121989,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jonathan Mejia","sa3018411",703158
"Santiago Gomez","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193125,0.0512185,0.313915,0.163161,0.260356,0.292545,0.248814,0.552901,0.0994205,5.16414,0.268613,,0.00209022,0.0660001,-0.0521576,57.0707,0.00209022,0.00213886,-0.0485069255810231,0.002138857962563634,-0.0012226,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Santiago Gomez","sa3018616",801726
"Alexis Hernandez","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210293,0.0715573,0.268846,0.266165,0.274347,0.324127,0.26582,0.598474,0.113834,4.317,0.272383,,0.00167966,0.0798075,-0.0383502,68.2611,0.00167966,-0.0106943,-0.035728328744880855,-0.010694287717342377,-0.00122818,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alexis Hernandez","sa3015642",692562
"Bryson Brigman",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.227922,0.0580004,0.217171,0.267073,0.279566,0.311641,0.262862,0.591207,0.0837194,4.37787,0.283859,,-0.000925942,0.0774056,-0.0407521,60.7739,-0.000925942,0.00213886,-0.04741701722377911,0.002138857962563634,-0.00122856,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryson Brigman","sa829857",624417
"Maikol Escotto",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208348,0.0487906,0.281318,0.173436,0.253238,0.313974,0.249842,0.567211,0.105626,4.91339,0.275301,,0.000381282,0.0668351,-0.0513227,54.8517,0.000381282,0.00784248,-0.05312874718219973,0.007842478342354298,-0.00122939,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Maikol Escotto","sa3008878",683500
"Brenny Escanio",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189921,0.0932108,0.304962,0.305647,0.265837,0.275683,0.245333,0.54152,0.0857623,4.63537,0.269878,,-0.000860529,0.0631737,-0.054984,54.6727,-0.000860529,0.00784248,-0.054284053039737046,0.007842478342354298,-0.00123012,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brenny Escanio","sa3015565",691601
"Luis Sanchez","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215032,0.0735523,0.22768,0.323052,0.277805,0.299304,0.258629,0.577108,0.0842717,3.16688,0.270781,,-0.00274355,0.0739691,-0.0441886,62.2836,-0.00274355,0.00213886,-0.04744534497149289,0.002138857962563634,-0.00123146,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Sanchez","sa3018578",800506
"Sam Ruta","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194708,0.0853953,0.339383,0.251619,0.270185,0.314492,0.261015,0.584677,0.119785,3.6526,0.283919,,-0.00165342,0.075906,-0.0422517,61.3304,-0.00165342,0.000712953,-0.047230007126927376,0.0007129529840312898,-0.00123785,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sam Ruta","sa3067092",695586
"Alberto Rios","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189303,0.0680409,0.30714,0.221531,0.250227,0.289515,0.241036,0.539742,0.100212,3.5814,0.260943,,-0.00117264,0.0596851,-0.0584726,49.4064,-0.00117264,0.014259,-0.06080312910489738,0.01425904966890812,-0.00124061,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alberto Rios","sa3022441",814362
"Jack Payton","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204227,0.0773209,0.287091,0.269326,0.278113,0.306373,0.262433,0.584486,0.102146,3.49159,0.278779,,-0.000770981,0.0770574,-0.0411004,67.7535,-0.000770981,-0.00641657,-0.03898972534807399,-0.006416573189198971,-0.00124167,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jack Payton","sa3022675",694552
"Bryan Gonzalez Garcia","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.191454,0.0608063,0.287027,0.211849,0.249086,0.288778,0.240169,0.537865,0.0973241,2.86047,0.254649,,-0.00115692,0.0589808,-0.0591769,50.6175,-0.00115692,0.014259,-0.05968535668216646,0.01425904966890812,-0.00124372,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryan Gonzalez Garcia","sa3022617",811314
"Peyton Carr",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204774,0.0672358,0.281662,0.238711,0.26788,0.308668,0.25704,0.576549,0.103894,2.87037,0.273798,,-0.00116864,0.0726784,-0.0454793,60.8508,-0.00116864,0.000712953,-0.047310521244071424,0.0007129529840312898,-0.00124608,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Peyton Carr","sa3028487",804726
"Carter Cunningham","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185564,0.104608,0.34526,0.302984,0.276063,0.308597,0.263423,0.58466,0.123033,3.90769,0.268816,,-0.000829625,0.0778615,-0.0402962,66.61,-0.000829625,-0.00641657,-0.04018364375224337,-0.006416573189198971,-0.00124635,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carter Cunningham","sa3025170",701860
"Gabriel Martinez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.22565,0.0597746,0.212769,0.280937,0.275421,0.337156,0.269568,0.612577,0.111506,2.51499,0.271825,,-0.00159934,0.0828504,-0.0353073,70.8428,-0.00159934,-0.0106943,-0.03596448339521885,-0.010694287717342377,-0.00125235,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gabriel Martinez","sa3008865",683447
"Zane Zielinski","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199602,0.0648981,0.301823,0.215021,0.263918,0.269794,0.241654,0.533712,0.0701919,5.55274,0.286136,,0.00170272,0.0601865,-0.0579712,53.519,0.00170272,0.00784248,-0.05338689754717052,0.007842478342354298,-0.0012558,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Zane Zielinski","sa3045857",823185
"JT Schwartz","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217762,0.0844255,0.214741,0.393151,0.294451,0.321787,0.276207,0.616238,0.104025,2.90469,0.267244,,-0.00177483,0.0882409,-0.0299168,78.0972,-0.00177483,-0.0178238,-0.027734236791729927,-0.01782381348311901,-0.0012572,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"JT Schwartz","sa3017371",681286
"Jose Monserrate","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199869,0.0862559,0.300717,0.286834,0.273949,0.282441,0.251798,0.55639,0.0825713,5.68598,0.284896,,0.00355729,0.0684228,-0.0497349,56.7339,0.00355729,0.00213886,-0.04772201180458069,0.002138857962563634,-0.00125976,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Monserrate","sa3018646",805104
"Samuel Munoz","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.197978,0.0724401,0.278843,0.259788,0.255779,0.315431,0.252273,0.571211,0.117453,5.00546,0.258155,,-0.000876175,0.0688082,-0.0493495,58.9092,-0.000876175,0.00393692,-0.04957722622202709,0.003936924040317535,-0.00126561,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Samuel Munoz","sa3018407",703153
"Paulino Santana","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.195257,0.0530095,0.357948,0.148093,0.245588,0.312525,0.245808,0.558113,0.117268,5.07336,0.288761,,-0.00131916,0.0635594,-0.0545983,55.2771,-0.00131916,0.0072165,-0.05403035401832312,0.007216504774987698,-0.00126821,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Paulino Santana","sa3023718",815889
"Keyber Rodriguez","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.219701,0.0528378,0.240381,0.219809,0.264993,0.309116,0.253855,0.574109,0.0894153,4.32947,0.281231,,-0.00137585,0.0700932,-0.0480645,60.8207,-0.00137585,0.000712953,-0.04755320167168975,0.0007129529840312898,-0.00127091,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Keyber Rodriguez","sa3005488",677601
"Diego Hernandez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.226505,0.0410661,0.255875,0.160492,0.261244,0.330072,0.258403,0.591317,0.103568,5.46407,0.292295,,-0.00129247,0.0737858,-0.044372,59.5315,-0.00129247,0.00213886,-0.04898926708847284,0.002138857962563634,-0.00127195,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Diego Hernandez","sa3005759",678746
"Alfredo Alcantara","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194214,0.093258,0.332043,0.280861,0.284196,0.312601,0.26932,0.596797,0.118386,2.17792,0.277913,,-0.00185477,0.0826492,-0.0355085,65.1981,-0.00185477,-0.00262224,-0.043102261843159795,-0.0026222390588372946,-0.00127423,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alfredo Alcantara","sa3022184",807643
"Carlos Franco","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.211634,0.0387382,0.2409,0.160806,0.244382,0.302723,0.240101,0.547104,0.091089,2.47934,0.266263,,-0.00104362,0.0589258,-0.0592319,49.6454,-0.00104362,0.014259,-0.060558351571671665,0.01425904966890812,-0.0012743,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carlos Franco","sa3015580",691863
"Pedro Ibarguen","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202546,0.0953111,0.293456,0.324789,0.281834,0.313125,0.266829,0.594959,0.110579,5.2407,0.274485,,0.00154962,0.0806266,-0.0375311,69.1263,0.00154962,-0.0106943,-0.035042143310420215,-0.010694287717342377,-0.00127545,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Pedro Ibarguen","sa3021254",808338
"Cody Morissette","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203901,0.0665103,0.270969,0.245453,0.260545,0.325023,0.258302,0.585568,0.121122,4.23625,0.261469,,-0.00190231,0.0737032,-0.0444545,61.1891,-0.00190231,0.00213886,-0.04790125286672264,0.002138857962563634,-0.0012781,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cody Morissette","sa3017158",681357
"Isaac Pena",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196385,0.0971547,0.286192,0.339474,0.278533,0.283749,0.255358,0.562282,0.0873646,4.2423,0.271438,,-0.000117402,0.0713133,-0.0468444,59.6925,-0.000117402,0.000712953,-0.04762444563675672,0.0007129529840312898,-0.0012782,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Isaac Pena","sa3018926",800068
"Lizandro Espinoza","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196974,0.0517702,0.30285,0.170943,0.24326,0.321803,0.247586,0.565063,0.124829,5.58631,0.261134,,-6.18356e-7,0.0650032,-0.0531545,54.7188,-6.18356e-7,0.00784248,-0.05366824563134287,0.007842478342354298,-0.00128459,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Lizandro Espinoza","sa3015611",692371
"D'Angelo Ortiz","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217033,0.0739279,0.27446,0.269358,0.276784,0.307839,0.260676,0.584623,0.0908061,3.60967,0.292455,,-0.000448205,0.0756306,-0.0425271,59.9175,-0.000448205,0.000712953,-0.04769013851182535,0.0007129529840312898,-0.00128492,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"D'Angelo Ortiz","sa3067324",808571
"Bohan Adderley","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181535,0.0754328,0.356261,0.211735,0.248533,0.283953,0.238868,0.532486,0.102418,5.50777,0.270251,,0.00259664,0.0579246,-0.0602331,52.5182,0.00259664,0.00784248,-0.05367905925959349,0.007842478342354298,-0.00128569,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bohan Adderley","sa3023728",816339
"José Anderson","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.195716,0.0571139,0.34612,0.165012,0.248491,0.336371,0.255953,0.584862,0.140655,4.40885,0.274989,,-0.0010994,0.0717959,-0.0463619,61.6755,-0.0010994,0.000657342,-0.04652190627530217,0.0006573420250788331,-0.00128856,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Anderson","sa3024133",821262
"Dario Reynoso","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.174225,0.104583,0.391876,0.266878,0.268461,0.281325,0.250762,0.549787,0.107101,4.3834,0.281869,,-0.000310412,0.0675816,-0.0505761,59.7585,-0.000310412,0.00213886,-0.04800490464549512,0.002138857962563634,-0.00128871,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Dario Reynoso","sa3021329",814294
"Ambioris Tavarez","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189994,0.0730328,0.401229,0.182023,0.262392,0.290516,0.248917,0.552908,0.100522,4.87724,0.31508,,-0.00114792,0.0660837,-0.052074,55.6304,-0.00114792,0.00784248,-0.05373508017510176,0.007842478342354298,-0.00129143,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ambioris Tavarez","sa3019895",694222
"Jessada Brown","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.186302,0.0685083,0.342236,0.200178,0.251657,0.283929,0.240462,0.535586,0.0976276,4.30593,0.27349,,0.000315678,0.0592187,-0.058939,48.9681,0.000315678,0.014259,-0.06016771387658082,0.01425904966890812,-0.00129307,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jessada Brown","sa3067394",701747
"Gabriel Silva","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.186351,0.0614053,0.349239,0.175826,0.245226,0.303637,0.243506,0.548863,0.117286,2.94733,0.268627,,-0.00153045,0.0616904,-0.0564673,49.2692,-0.00153045,0.014259,-0.06132259324658662,0.01425904966890812,-0.00129376,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gabriel Silva","sa3015865",700385
"GJ Hill","COL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204297,0.0669798,0.330497,0.202663,0.268502,0.344151,0.269772,0.612652,0.139854,6.18437,0.284953,,0.00319876,0.083016,-0.0351417,56.7348,0.00319876,0.00213886,-0.04807946854270995,0.002138857962563634,-0.00129634,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"GJ Hill","sa3010335",677338
"Derlin Figueroa","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.211856,0.064901,0.251723,0.257827,0.263566,0.326071,0.259666,0.589637,0.114215,4.0714,0.266494,,-0.0011363,0.0748106,-0.0433471,60.4011,-0.0011363,0.000712953,-0.047808267176151276,0.0007129529840312898,-0.00129701,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Derlin Figueroa","sa3015851",700283
"Jan Luis Reyes","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198099,0.0729673,0.288381,0.253024,0.25859,0.293,0.246193,0.55159,0.0949013,6.25169,0.270149,,0.00400135,0.0638724,-0.0542853,56.0278,0.00400135,0.00213886,-0.04811478732153773,0.002138857962563634,-0.00129995,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jan Luis Reyes","sa3067399",813939
"Tyresse Turner","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.189715,0.0875635,0.335095,0.26131,0.269919,0.270651,0.246503,0.54057,0.0809363,5.86737,0.286001,,0.00456914,0.0641237,-0.054034,55.5351,0.00456914,0.000712953,-0.047837972175329924,0.0007129529840312898,-0.00130005,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Tyresse Turner","sa3020759",687930
"Raylin Heredia","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223193,0.0420622,0.321027,0.131024,0.261225,0.368289,0.272576,0.629514,0.145095,5.15724,0.304702,,-0.000556765,0.0852927,-0.032865,70.6981,-0.000556765,-0.0106943,-0.03528557490790263,-0.010694287717342377,-0.00130035,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Raylin Heredia","sa3016826",699712
"Narciso Polanco","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.201005,0.0778942,0.256262,0.303964,0.267335,0.304364,0.255157,0.571699,0.103359,5.06087,0.259675,,-0.00147045,0.0711497,-0.047008,59.4295,-0.00147045,0.00213886,-0.04928756901063025,0.002138857962563634,-0.00130247,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Narciso Polanco","sa3018564",800440
"Cole Roberts",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207138,0.0758941,0.24974,0.303893,0.269385,0.303918,0.25581,0.573303,0.0967802,4.26795,0.264818,,0.000187933,0.07168,-0.0464777,59.2126,0.000187933,0.00213886,-0.048153564712265506,0.002138857962563634,-0.00130392,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cole Roberts","sa3022403",689731
"Terrell Tatum",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.197054,0.109454,0.307603,0.35583,0.289981,0.287299,0.26337,0.57728,0.0902451,5.73658,0.285222,,0.00392183,0.0778181,-0.0403396,65.7123,0.00392183,-0.0106943,-0.03649024153128266,-0.010694287717342377,-0.00130614,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Terrell Tatum","sa3017338",695299
"Dilan Granadillo","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181604,0.0781104,0.340366,0.229489,0.251877,0.273655,0.237382,0.525532,0.0920508,2.69731,0.267225,,-0.00108393,0.0567182,-0.0614395,49.9916,-0.00108393,0.014259,-0.0603542571188882,0.01425904966890812,-0.00131215,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Dilan Granadillo","sa3015686",693809
"Cameron Leary","ATH",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203009,0.0883,0.297072,0.297234,0.277971,0.310542,0.263571,0.588513,0.107533,5.57955,0.280867,,0.00440821,0.0779813,-0.0401764,65.7679,0.00440821,-0.0106943,-0.03605108754709363,-0.010694287717342377,-0.00131994,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cameron Leary","sa3025469",802474
"Darick Hall",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.220409,0.0773787,0.261225,0.296214,0.285957,0.357741,0.283451,0.643697,0.137332,2.00223,0.275507,,-0.00220083,0.0941219,-0.0240358,77.8746,-0.00220083,-0.0178238,-0.028424032498151064,-0.01782381348311901,-0.00132777,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Darick Hall","19717",669742
"Luis Verdugo","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215959,0.064107,0.258976,0.247541,0.268178,0.322504,0.260772,0.590683,0.106546,2.5787,0.280168,,-0.00270866,0.0757087,-0.042449,62.6117,-0.00270866,0.000712953,-0.04702148353680968,0.0007129529840312898,-0.00133398,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Verdugo","sa3006888",677605
"Brett Squires","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.218984,0.0744609,0.29068,0.256161,0.284086,0.350269,0.279505,0.634355,0.131285,5.96919,0.294755,,0.00088703,0.0909179,-0.0272398,74.0673,0.00088703,-0.0178238,-0.029677660495508462,-0.01782381348311901,-0.00133856,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brett Squires","sa3020714",689531
"Garrett Howe","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19287,0.0752544,0.314803,0.239052,0.25839,0.276225,0.241006,0.534614,0.0833542,4.90231,0.276686,,0.00149908,0.0596608,-0.0584969,51.7485,0.00149908,0.00784248,-0.055370945017784834,0.007842478342354298,-0.00134133,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Garrett Howe","sa3025441",827628
"Yolfran Castillo","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213076,0.0405777,0.262116,0.154808,0.247835,0.311322,0.24489,0.559157,0.0982467,6.07688,0.277158,,0.00197111,0.0628138,-0.0553439,54.6445,0.00197111,0.00393692,-0.05148563254624605,0.003936924040317535,-0.0013434,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yolfran Castillo","sa3023726",815931
"Deward Tovar","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202331,0.0833611,0.345525,0.241259,0.272408,0.330707,0.26737,0.603115,0.128376,3.23319,0.292559,,-0.00165426,0.0810657,-0.037092,70.1304,-0.00165426,-0.0106943,-0.03685910161584616,-0.010694287717342377,-0.00134388,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Deward Tovar","sa3021237",808297
"Aaron Zavala","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193108,0.108892,0.328154,0.331833,0.29037,0.297993,0.267814,0.588363,0.104885,3.416,0.282764,,-0.00204617,0.081426,-0.0367317,70.4361,-0.00204617,-0.0106943,-0.03689071303233504,-0.010694287717342377,-0.00134711,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aaron Zavala","sa3017665",701648
"Jose De Jesus",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209586,0.0572995,0.265849,0.215534,0.25982,0.304117,0.249926,0.563936,0.0945308,5.48433,0.276228,,-0.000366095,0.0669026,-0.0512551,58.1136,-0.000366095,0.00213886,-0.049734088650438935,0.002138857962563634,-0.00134816,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose De Jesus","sa3018420",703183
"Yoffry Solano","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217459,0.0539604,0.248112,0.217484,0.266451,0.316528,0.257433,0.58298,0.0990699,5.10104,0.281311,,-0.000402802,0.0729979,-0.0451599,60.594,-0.000402802,0.000657342,-0.047107068297918886,0.0006573420250788331,-0.00134843,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yoffry Solano","sa3019638",703200
"Sean McLain","LAD",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.187822,0.0727228,0.291268,0.249677,0.263076,0.283354,0.247116,0.54643,0.0955314,4.25855,0.256706,,-0.00143876,0.0646216,-0.0535361,55.3769,-0.00143876,0.00784248,-0.054326429148204625,0.007842478342354298,-0.00135193,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Sean McLain","sa3019890",683169
"Cole Turney",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204366,0.0783747,0.326132,0.240316,0.277159,0.325842,0.26845,0.603001,0.121476,3.96523,0.291825,,-0.000671953,0.0819428,-0.0362149,69.2183,-0.000671953,-0.0106943,-0.03695172438165173,-0.010694287717342377,-0.00135335,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cole Turney","sa3022916",669318
"Jorge Quintana","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194059,0.0717697,0.323248,0.222027,0.256025,0.300139,0.247758,0.556164,0.10608,5.43351,0.274436,,0.00162174,0.0651426,-0.0530151,56.0619,0.00162174,0.00393692,-0.05045401013921946,0.003936924040317535,-0.00135532,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jorge Quintana","sa3024107",815894
"Juan Sierra","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208333,0.0834939,0.290222,0.28769,0.280154,0.321461,0.268364,0.601615,0.113128,2.85068,0.280351,,-0.00161126,0.0818727,-0.036285,69.9849,-0.00161126,-0.0106943,-0.03698749851901084,-0.010694287717342377,-0.00135701,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Sierra","sa3021146",808027
"Yordany De Los Santos","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21353,0.042088,0.316061,0.133164,0.249255,0.319445,0.248719,0.568701,0.105915,6.07174,0.299886,,0.00394317,0.0659229,-0.0522349,54.0821,0.00394317,0.00393692,-0.05047905724495649,0.003936924040317535,-0.00135788,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yordany De Los Santos","sa3018408",703154
"Stiven Martinez","BAL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.184397,0.087932,0.381808,0.230304,0.263014,0.30217,0.253397,0.565184,0.117773,4.40924,0.290078,,-0.00184538,0.069721,-0.0484367,60.5439,-0.00184538,0.000657342,-0.048349019954912364,0.0006573420250788331,-0.00135802,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Stiven Martinez","sa3024627",815913
"Kiko Romero",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19714,0.0994698,0.310814,0.32003,0.287286,0.325056,0.274826,0.612341,0.127915,3.72561,0.27018,,-0.000494843,0.087119,-0.0310387,74.9891,-0.000494843,-0.0178238,-0.0299730968545191,-0.01782381348311901,-0.00136879,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kiko Romero","sa3022669",687340
"Francisco Loreto","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.20694,0.0596696,0.300962,0.198263,0.261607,0.324462,0.25862,0.586069,0.117522,3.07416,0.280184,,-0.000978174,0.0739615,-0.0441962,60.8646,-0.000978174,0.000712953,-0.047361745149828494,0.0007129529840312898,-0.00136879,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Francisco Loreto","sa3023937",821244
