"last_name, first_name",pitcher,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,st_avg_speed,sv_avg_speed,year,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,st_avg_spin,sv_avg_spin,n_ff,n_si,n_fc,n_sl,n_ch,n_cu,n_fs,n_kn,n_st,n_sv
"Casilla, Santiago",433586,94.1,93.8,,89.0,88.2,80.0,,,,,2015,2274.0,2270.0,,2301.0,2064.0,2312.0,,,,,16.5,42.7,,14.1,3.9,22.8,,,,
"Casilla, Santiago",433586,94.3,94.2,,89.4,87.3,81.1,,,,,2016,2334.0,2348.0,,2406.0,2086.0,2442.0,,,,,16.9,37.6,,17.1,2.4,26.0,,,,
"Casilla, Santiago",433586,94.1,93.8,,89.5,87.7,80.7,,,,,2017,2310.0,2329.0,,2407.0,2118.0,2433.0,,,,,21.1,41.0,,11.5,4.8,21.5,,,,
"Casilla, Santiago",433586,93.2,92.8,,88.7,85.7,79.6,,,,,2018,2345.0,2372.0,,2400.0,2145.0,2403.0,,,,,23.0,31.5,,10.6,6.2,28.7,,,,
"Hernández, Félix",433587,92.6,92.1,,85.0,88.5,80.7,,,,,2015,1945.0,1915.0,,2121.0,1779.0,2393.0,,,,,12.7,33.9,,5.9,25.4,22.1,,,,
"Hernández, Félix",433587,91.1,90.8,,85.1,87.6,79.8,,,,,2016,2022.0,1943.0,,2052.0,1786.0,2381.0,,,,,17.8,32.1,,5.7,24.5,19.9,,,,
"Hernández, Félix",433587,90.9,90.4,,84.8,86.5,79.7,,,,,2017,2139.0,2056.0,,2300.0,1812.0,2402.0,,,,,21.7,22.6,,8.4,25.9,21.4,,,,
"Hernández, Félix",433587,89.6,89.2,85.2,82.5,84.9,78.9,,,,,2018,2080.0,1997.0,2275.0,2264.0,1701.0,2357.0,,,,,10.6,32.4,0.4,4.0,24.2,28.5,,,,
"Hernández, Félix",433587,89.9,89.4,,83.8,84.7,79.3,,,,,2019,2151.0,2060.0,,2317.0,1734.0,2441.0,,,,,7.5,32.2,,9.0,16.2,35.2,,,,
"Petit, Yusmeiro",433589,89.1,,88.4,85.1,82.1,77.6,,,,,2015,2239.0,,2194.0,2182.0,1905.0,1804.0,,,,,44.6,,5.6,15.9,11.7,22.2,,,,
"Petit, Yusmeiro",433589,89.2,,88.1,85.7,82.4,77.3,,,,,2016,2245.0,,2226.0,2203.0,1925.0,2133.0,,,,,48.7,,2.6,18.4,13.8,16.4,,,,
"Petit, Yusmeiro",433589,89.6,88.9,85.6,,82.0,77.1,,,,,2017,2212.0,2180.0,2179.0,,1853.0,2144.0,,,,,46.3,0.7,15.6,,17.0,20.4,,,,
"Petit, Yusmeiro",433589,89.3,88.6,85.3,,81.9,76.6,,,,,2018,2214.0,2111.0,2179.0,,1866.0,2198.0,,,,,46.8,0.8,18.8,,18.7,14.8,,,,
"Petit, Yusmeiro",433589,89.1,,85.4,,81.5,76.4,,,,,2019,2232.0,,2224.0,,1887.0,2125.0,,,,,45.3,,21.2,,19.3,14.2,,,,
"Petit, Yusmeiro",433589,88.1,,84.4,,81.3,74.3,,,,,2020,2134.0,,2133.0,,1753.0,2000.0,,,,,42.5,,28.6,,18.1,10.8,,,,
"Petit, Yusmeiro",433589,87.6,,84.5,,80.8,74.9,,,,,2021,2136.0,,2136.0,,1751.0,2018.0,,,,,45.9,,22.8,,17.7,13.6,,,,
"Kensing, Logan",434137,92.6,93.1,,,87.6,84.1,,,,,2015,2258.0,2220.0,,,1757.0,1991.0,,,,,28.2,22.0,,,3.9,45.9,,,,
"Verlander, Justin",434378,93.4,,,86.3,84.8,79.9,,,,,2015,2491.0,,,2340.0,2046.0,2457.0,,,,,58.6,,,17.0,9.2,15.1,,,,
"Verlander, Justin",434378,94.1,,,88.5,85.9,79.2,,,,,2016,2558.0,,,2474.0,2057.0,2766.0,,,,,57.8,,,17.8,8.5,15.9,,,,
"Verlander, Justin",434378,95.3,95.6,92.1,88.2,87.6,80.4,,,,,2017,2541.0,2551.0,2483.0,2528.0,1813.0,2803.0,,,,,57.7,0.3,0.4,21.5,4.1,16.0,,,,
"Verlander, Justin",434378,95.0,,91.5,86.5,87.4,79.6,,,,,2018,2618.0,,2558.0,2684.0,1899.0,2894.0,,,,,61.2,,0.6,22.3,1.5,14.5,,,,
"Verlander, Justin",434378,94.6,,,87.5,86.9,79.4,,,,,2019,2577.0,,,2612.0,1866.0,2821.0,,,,,49.9,,,28.7,4.2,17.3,,,,
"Verlander, Justin",434378,95.0,94.6,,87.4,86.2,79.0,,,,,2022,2423.0,2325.0,,2464.0,1756.0,2644.0,,,,,50.4,0.0,,28.3,2.4,18.8,,,,
"Verlander, Justin",434378,94.3,,,86.9,85.2,78.2,,,,,2023,2428.0,,,2512.0,1824.0,2716.0,,,,,50.0,,,25.3,4.7,20.0,,,,
"Verlander, Justin",434378,93.5,91.2,,86.7,84.0,77.6,,,,,2024,2395.0,2444.0,,2442.0,1779.0,2685.0,,,,,48.5,0.1,,19.3,10.1,21.9,,,,
"Verlander, Justin",434378,93.9,93.3,,87.1,84.7,78.5,,,80.7,,2025,2433.0,2474.0,,2500.0,1729.0,2748.0,,,2672.0,,45.3,0.4,,23.3,8.5,14.6,,,7.9,
"Howell, J.P.",434442,88.2,87.6,,,81.2,80.9,,,,,2015,2011.0,2007.0,,,1647.0,2218.0,,,,,0.1,58.6,,,7.0,34.3,,,,
"Howell, J.P.",434442,,85.9,,,82.3,78.9,,,,,2016,,1961.0,,,1832.0,2350.0,,,,,,49.9,,,3.2,46.9,,,,
"Liriano, Francisco",434538,92.7,93.1,,85.5,85.0,72.8,,,,,2015,2031.0,2027.0,,2056.0,1784.0,1844.0,,,,,3.1,43.8,,32.5,20.4,0.2,,,,
"Liriano, Francisco",434538,93.1,93.4,,85.9,85.9,77.1,,,,,2016,2094.0,2038.0,,2231.0,1784.0,2208.0,,,,,2.4,48.9,,29.1,19.5,0.1,,,,
"Liriano, Francisco",434538,92.8,93.0,,85.6,85.4,76.4,,,,,2017,2052.0,2039.0,,2266.0,1763.0,2251.0,,,,,16.9,33.4,,32.3,16.9,0.5,,,,
"Liriano, Francisco",434538,91.9,92.0,,84.5,85.4,77.0,,,,,2018,2026.0,2024.0,,2245.0,1717.0,2308.0,,,,,3.4,43.3,,33.0,20.1,0.2,,,,
"Liriano, Francisco",434538,92.8,93.0,,87.0,87.0,,,,,,2019,2069.0,2047.0,,2289.0,1683.0,,,,,,8.5,35.1,,30.4,26.0,,,,,
"Jiménez, Ubaldo",434622,91.3,90.8,90.2,83.8,,75.9,84.7,,,,2015,2130.0,2016.0,2339.0,2165.0,,2541.0,1440.0,,,,24.2,39.4,0.0,14.6,,4.9,16.8,,,
"Jiménez, Ubaldo",434622,90.7,90.2,90.2,82.8,,75.3,84.0,,,,2016,2145.0,2074.0,2331.0,2412.0,,2639.0,1463.0,,,,29.2,27.1,0.4,16.5,,7.0,19.9,,,
"Jiménez, Ubaldo",434622,90.8,90.4,89.3,82.4,,74.9,83.9,,,,2017,2224.0,2139.0,2309.0,2395.0,,2638.0,1332.0,,,,18.9,35.9,0.8,20.0,,4.3,20.1,,,
"Hammel, Jason",434628,92.8,92.8,,84.9,85.6,77.1,,,,,2015,2147.0,2148.0,,2061.0,1715.0,2109.0,,,,,39.4,14.3,,35.6,4.5,6.3,,,,
"Hammel, Jason",434628,92.6,92.8,,85.7,85.4,77.5,,,,,2016,2213.0,2179.0,,2378.0,1692.0,2229.0,,,,,29.1,21.5,,36.3,2.7,10.4,,,,
"Hammel, Jason",434628,92.2,92.1,,84.9,85.1,77.5,,,,,2017,2198.0,2165.0,,2492.0,1764.0,2267.0,,,,,20.7,29.4,,36.9,3.6,9.5,,,,
"Hammel, Jason",434628,91.9,91.7,,85.1,84.7,77.0,,,,,2018,2093.0,2036.0,,2527.0,1657.0,2346.0,,,,,12.8,38.8,,37.7,4.1,6.6,,,,
"Rodriguez, Wandy",434643,89.0,88.8,,,82.4,75.0,,,,,2015,2271.0,2126.0,,,1640.0,2652.0,,,,,27.1,33.7,,,4.8,34.4,,,,
"Masset, Nick",434665,92.5,92.6,90.0,,,79.7,87.6,,,,2015,2271.0,2188.0,2100.0,,,2422.0,1360.0,,,,11.9,56.8,5.4,,,19.4,6.5,,,
"Sánchez, Aníbal",434671,92.4,92.7,91.7,87.1,74.1,78.3,86.3,,,,2015,2392.0,2275.0,2420.0,2316.0,1357.0,2031.0,1651.0,,,,35.4,11.0,8.9,18.6,1.7,8.5,16.0,,,
"Sánchez, Aníbal",434671,91.7,91.8,91.2,85.3,71.2,78.2,84.8,,,,2016,2337.0,2269.0,2330.0,2343.0,1300.0,2181.0,1678.0,,,,36.1,14.2,6.7,15.6,1.0,9.9,16.6,,,
"Sánchez, Aníbal",434671,90.7,90.7,89.2,84.6,71.1,76.9,83.1,,,,2017,2220.0,2144.0,2308.0,2306.0,1377.0,2157.0,1626.0,,,,26.2,23.4,7.3,12.3,2.4,10.3,18.1,,,
"Sánchez, Aníbal",434671,90.4,91.1,88.1,83.3,71.0,77.9,83.9,,,,2018,2239.0,2156.0,2341.0,2346.0,1355.0,2156.0,1640.0,,,,33.0,7.8,20.2,4.9,5.9,9.3,19.0,,,
"Sánchez, Aníbal",434671,90.2,90.4,87.6,83.2,70.7,76.9,84.3,,,,2019,2238.0,2134.0,2316.0,2306.0,1421.0,2113.0,1717.0,,,,30.1,9.7,23.5,2.8,4.5,6.0,23.5,,,
"Sánchez, Aníbal",434671,89.3,89.6,87.5,83.5,69.6,76.3,81.8,,,,2020,2147.0,2078.0,2184.0,2297.0,1261.0,2027.0,1544.0,,,,26.8,7.9,23.1,0.4,6.5,6.2,29.1,,,
"Sánchez, Aníbal",434671,89.8,89.1,87.2,83.0,79.9,75.4,,,,,2022,2063.0,1921.0,2095.0,2179.0,1470.0,1953.0,,,,,17.5,18.4,27.3,5.7,25.6,5.6,,,,
"Smith, Chris",434672,88.1,,,,77.3,78.6,,,,,2016,2214.0,,,,1576.0,2068.0,,,,,49.2,,,,24.8,26.0,,,,
"Smith, Chris",434672,85.7,85.2,,,76.7,76.7,,,,,2017,2044.0,2025.0,,,1631.0,1940.0,,,,,48.6,0.2,,,25.9,25.3,,,,
"Street, Huston",434718,,89.1,,83.7,82.0,,,,,,2015,,2227.0,,2111.0,1730.0,,,,,,,40.9,,37.7,21.4,,,,,
"Street, Huston",434718,,88.8,,83.4,81.0,,,,,,2016,,2228.0,,2172.0,1879.0,,,,,,,46.9,,34.2,18.9,,,,,
"Duke, Zach",435043,89.7,89.9,,82.8,85.9,76.6,,,,,2015,2070.0,1882.0,,1656.0,1464.0,2163.0,,,,,4.6,49.9,,15.6,8.8,21.2,,,,
"Duke, Zach",435043,89.7,90.3,,81.8,85.9,75.9,,,,,2016,2142.0,1941.0,,2379.0,1545.0,2379.0,,,,,8.5,50.9,,15.4,4.4,20.8,,,,
"Duke, Zach",435043,87.6,88.1,,79.5,83.2,73.5,,,,,2017,1963.0,1830.0,,2323.0,1466.0,2242.0,,,,,3.6,52.9,,19.6,4.7,19.2,,,,
"Duke, Zach",435043,87.1,88.5,,78.3,83.2,73.3,,,,,2018,2083.0,1912.0,,2367.0,1447.0,2235.0,,,,,2.7,46.3,,15.4,12.6,22.9,,,,
"Duke, Zach",435043,87.7,89.0,,80.4,,74.1,,,,,2019,2158.0,1993.0,,2495.0,,2348.0,,,,,6.7,49.6,,31.6,,12.1,,,,
"McCarthy, Brandon",435221,94.5,93.4,91.7,,,81.9,,,,,2015,2282.0,2173.0,2259.0,,,2326.0,,,,,45.8,14.2,18.5,,,21.5,,,,
"McCarthy, Brandon",435221,93.4,92.2,91.4,,,80.6,,,,,2016,2281.0,2133.0,2297.0,,,2417.0,,,,,32.9,18.1,19.8,,,29.2,,,,
"McCarthy, Brandon",435221,93.2,92.9,91.3,86.5,88.6,80.2,,,,,2017,2250.0,2201.0,2281.0,2390.0,2216.0,2631.0,,,,,28.9,21.4,24.0,1.5,2.6,21.6,,,,
"McCarthy, Brandon",435221,91.9,92.5,91.4,85.4,,80.2,,,,,2018,2146.0,2115.0,2207.0,2350.0,,2620.0,,,,,0.8,37.0,31.5,7.0,,23.6,,,,
"Motte, Jason",435400,95.7,94.2,89.9,,,81.9,,,,,2015,2332.0,2200.0,2150.0,,,1852.0,,,,,78.2,5.2,14.2,,,2.3,,,,
"Motte, Jason",435400,94.6,,89.4,,82.8,83.2,,,,,2016,2314.0,,2137.0,,1337.0,1865.0,,,,,47.9,,43.0,,4.6,4.6,,,,
"Motte, Jason",435400,93.7,93.1,87.3,,87.6,,,,,,2017,2295.0,2281.0,2095.0,,2245.0,,,,,,19.6,26.3,53.0,,1.1,,,,,
"Webb, Ryan",444436,,92.6,,83.8,84.7,,,,,,2015,,1884.0,,2082.0,1756.0,,,,,,,62.3,,22.5,15.2,,,,,
"Webb, Ryan",444436,,91.5,,81.2,83.8,,,,,,2016,,1910.0,,2241.0,1812.0,,,,,,,51.0,,28.6,20.3,,,,,
"Balester, Collin",444446,92.5,92.9,,,85.2,77.8,,,,,2015,2190.0,2148.0,,,1687.0,1867.0,,,,,63.9,7.9,,,7.5,20.7,,,,
"Rondón, Héctor",444468,96.9,97.0,92.5,86.6,91.1,78.9,,,,,2015,2077.0,1943.0,2037.0,1986.0,1846.0,1170.0,,,,,33.0,26.7,1.5,35.4,3.4,0.1,,,,
"Rondón, Héctor",444468,96.6,96.8,,86.3,90.7,,,,,,2016,2114.0,1983.0,,2054.0,1888.0,,,,,,50.6,13.0,,33.8,2.7,,,,,
"Rondón, Héctor",444468,96.4,96.4,,85.8,90.4,,,,,,2017,2136.0,2053.0,,2382.0,1909.0,,,,,,52.1,9.3,,35.8,2.8,,,,,
"Rondón, Héctor",444468,97.2,97.0,,86.7,91.5,,,,,,2018,2049.0,2035.0,,2355.0,1919.0,,,,,,56.2,5.5,,34.1,4.3,,,,,
"Rondón, Héctor",444468,96.7,96.6,,86.8,90.6,,,,,,2019,2085.0,2036.0,,2348.0,1814.0,,,,,,45.6,14.5,,35.5,4.4,,,,,
"Rondón, Héctor",444468,95.7,95.3,,85.4,88.3,,,,,,2020,2044.0,1989.0,,2290.0,1719.0,,,,,,49.0,10.5,,36.9,3.6,,,,,
"Breslow, Craig",444520,90.5,89.8,,86.2,79.4,74.1,,,,,2015,2068.0,2003.0,,2255.0,1677.0,2158.0,,,,,43.5,10.5,,16.7,24.7,4.7,,,,
"Breslow, Craig",444520,90.3,89.4,,,78.9,78.2,,,,,2017,2057.0,1923.0,,,1666.0,2421.0,,,,,3.7,58.7,,,18.4,19.2,,,,
"Feldman, Scott",444857,90.6,90.8,88.9,,84.7,75.1,,,,,2015,2177.0,2125.0,2205.0,,1640.0,2458.0,,,,,9.0,23.9,38.7,,3.3,25.1,,,,
"Feldman, Scott",444857,90.6,90.9,88.7,,84.6,76.5,,,,,2016,2246.0,2142.0,2252.0,,1855.0,2585.0,,,,,9.7,29.4,32.0,,4.1,24.8,,,,
"Feldman, Scott",444857,89.1,89.4,88.3,,81.7,75.5,,,,,2017,2160.0,2117.0,2251.0,,1953.0,2505.0,,,,,6.1,29.3,34.0,,4.1,26.5,,,,
"Hagadone, Nick",444935,94.6,,89.7,79.1,,,,,,,2015,2296.0,,2150.0,1829.0,,,,,,,74.0,,16.5,9.5,,,,,,
"Nolasco, Ricky",445060,90.9,90.8,,82.0,,74.0,80.2,,,,2015,2034.0,1966.0,,1774.0,,2541.0,1395.0,,,,33.8,18.6,,25.9,,16.9,4.9,,,
"Nolasco, Ricky",445060,91.0,90.9,,81.7,,73.6,80.0,,,,2016,2099.0,1986.0,,2133.0,,2576.0,1386.0,,,,24.0,24.6,,32.9,,11.0,7.5,,,
"Nolasco, Ricky",445060,91.0,90.8,,81.0,,73.6,80.9,,,,2017,2124.0,2009.0,,2319.0,,2544.0,1379.0,,,,19.3,29.1,,27.3,,9.3,15.0,,,
"Janssen, Casey",445163,88.9,88.9,88.2,84.4,81.9,74.2,,,,,2015,2143.0,2134.0,2205.0,2027.0,1350.0,2568.0,,,,,47.6,2.0,25.0,7.4,2.7,15.2,,,,
"Redmond, Todd",445170,89.9,90.6,,82.7,83.5,,,,,,2015,2177.0,2238.0,,1984.0,1407.0,,,,,,1.8,72.4,,23.7,2.2,,,,,
"Dunn, Mike",445197,95.3,95.0,,88.0,,77.4,,,,,2015,2306.0,2155.0,,2098.0,,1848.0,,,,,61.8,1.0,,36.9,,0.3,,,,
"Dunn, Mike",445197,94.3,94.4,,87.4,,74.7,,,,,2016,2308.0,2147.0,,2444.0,,2177.0,,,,,62.1,0.8,,36.8,,0.3,,,,
"Dunn, Mike",445197,92.4,92.2,,86.0,,74.5,,,,,2017,2310.0,2174.0,,2468.0,,2389.0,,,,,51.1,0.7,,41.6,,6.6,,,,
"Dunn, Mike",445197,92.0,92.2,,85.7,,73.3,,,,,2018,2268.0,2247.0,,2420.0,,2324.0,,,,,55.0,0.9,,37.0,,7.1,,,,
"Dunn, Mike",445197,91.4,91.5,,85.2,,74.8,,,,,2019,2327.0,2205.0,,2415.0,,2222.0,,,,,43.9,3.0,,44.9,,8.3,,,,
"Kintzler, Brandon",445213,93.1,93.3,,86.0,87.8,,,,,,2016,1895.0,1899.0,,2092.0,1968.0,,,,,,5.0,82.9,,6.8,5.3,,,,,
"Kintzler, Brandon",445213,93.7,93.4,,87.2,88.9,,,,,,2017,1993.0,1983.0,,2241.0,2161.0,,,,,,21.3,59.7,,14.0,5.0,,,,,
"Kintzler, Brandon",445213,92.7,92.6,,86.8,87.9,,,,,,2018,1976.0,1980.0,,2209.0,2211.0,,,,,,3.2,79.8,,8.4,8.6,,,,,
"Kintzler, Brandon",445213,93.1,92.6,,86.7,87.5,,,,,,2019,2021.0,2018.0,,2297.0,2130.0,,,,,,3.7,68.5,,10.2,17.5,,,,,
"Kintzler, Brandon",445213,92.0,91.3,,84.6,85.9,,,,,,2020,1903.0,1943.0,,2322.0,2065.0,,,,,,1.5,74.9,,10.5,13.1,,,,,
"Kintzler, Brandon",445213,92.2,92.0,,85.4,86.8,,,,,,2021,1929.0,1969.0,,2350.0,2176.0,,,,,,0.6,74.5,,13.9,11.0,,,,,
"Jansen, Kenley",445276,93.6,,93.1,83.5,,,,,,,2015,2523.0,,2594.0,2037.0,,,,,,,8.8,,80.7,10.5,,,,,,
"Jansen, Kenley",445276,95.3,,94.0,83.6,,,,,,,2016,2501.0,,2583.0,2325.0,,,,,,,11.7,,82.1,6.2,,,,,,
"Jansen, Kenley",445276,,94.8,93.2,83.3,,,,,,,2017,,2386.0,2611.0,2395.0,,,,,,,,6.6,85.4,7.9,,,,,,
"Jansen, Kenley",445276,,93.7,92.1,82.7,,,,,,,2018,,2361.0,2601.0,2479.0,,,,,,,,10.3,83.9,5.8,,,,,,
"Jansen, Kenley",445276,,93.2,91.7,81.8,,,,,,,2019,,2333.0,2556.0,2387.0,,,,,,,,13.4,74.3,12.3,,,,,,
"Jansen, Kenley",445276,,92.3,90.9,81.6,,,,,,,2020,,2224.0,2553.0,2334.0,,,,,,,,28.5,61.9,9.6,,,,,,
"Jansen, Kenley",445276,,93.9,92.5,82.0,,,,,,,2021,,2339.0,2673.0,2448.0,,,,,,,,25.9,58.7,15.4,,,,,,
"Jansen, Kenley",445276,,93.6,92.2,81.2,,,,,,,2022,,2232.0,2564.0,2459.0,,,,,,,,21.9,65.0,13.1,,,,,,
"Jansen, Kenley",445276,,95.2,94.3,84.1,,,,,,,2023,,2313.0,2628.0,2423.0,,,,,,,,10.8,77.3,11.9,,,,,,
"Jansen, Kenley",445276,,93.2,92.2,82.5,,,,,80.9,,2024,,2268.0,2629.0,2428.0,,,,,2584.0,,,8.1,84.1,5.9,,,,,1.9,
"Jansen, Kenley",445276,,93.2,92.8,83.9,,,,,82.0,,2025,,2336.0,2602.0,2457.0,,,,,2513.0,,,9.2,81.4,6.1,,,,,3.3,
"Stults, Eric",445590,89.1,85.9,,82.1,80.6,70.0,,,,,2015,2065.0,1865.0,,1830.0,1531.0,1823.0,,,,,31.3,19.3,,25.6,19.9,3.9,,,,
"Thayer, Dale",445612,92.5,92.3,,82.5,84.9,,,,,,2015,2205.0,2229.0,,2033.0,1411.0,,,,,,72.8,1.5,,19.3,6.5,,,,,
"Chavez, Jesse",445926,91.9,91.8,89.7,83.3,84.7,76.1,,,,,2015,2361.0,2225.0,2373.0,2061.0,1795.0,2713.0,,,,,30.2,16.7,23.8,6.0,17.8,5.4,,,,
"Chavez, Jesse",445926,93.3,93.4,91.5,84.3,86.4,78.1,,,,,2016,2376.0,2228.0,2389.0,2377.0,1956.0,2635.0,,,,,48.7,6.0,20.6,3.8,11.9,9.0,,,,
"Chavez, Jesse",445926,91.2,91.9,90.1,84.2,85.2,76.2,,,,,2017,2324.0,2174.0,2356.0,2392.0,1849.0,2592.0,,,,,41.2,14.6,5.7,16.0,14.4,8.1,,,,
"Chavez, Jesse",445926,92.7,93.1,91.4,85.1,86.7,77.3,,,,,2018,2350.0,2189.0,2382.0,2376.0,1940.0,2671.0,,,,,15.8,26.4,36.7,12.3,6.5,2.2,,,,
"Chavez, Jesse",445926,91.4,91.1,88.2,86.4,85.2,83.5,,,,,2019,2312.0,2124.0,2311.0,2333.0,2063.0,2429.0,,,,,8.2,37.6,31.0,13.3,9.6,0.3,,,,
"Chavez, Jesse",445926,91.0,91.1,89.0,83.3,85.2,,,,,,2020,2189.0,2115.0,2293.0,2268.0,1988.0,,,,,,6.9,40.0,33.8,14.1,5.2,,,,,
"Chavez, Jesse",445926,91.1,91.2,88.8,82.5,84.6,81.6,,,,,2021,2068.0,2005.0,2249.0,2224.0,1823.0,2003.0,,,,,3.4,35.0,43.0,8.5,9.8,0.2,,,,
"Chavez, Jesse",445926,91.5,91.2,89.1,,85.5,76.9,,,,,2022,1950.0,1976.0,2223.0,,1826.0,2512.0,,,,,0.5,26.3,58.6,,12.9,1.7,,,,
"Chavez, Jesse",445926,92.1,90.9,88.5,,84.8,75.9,,,,,2023,1660.0,2030.0,2277.0,,1761.0,2590.0,,,,,0.2,29.7,50.9,,13.6,5.7,,,,
"Chavez, Jesse",445926,,90.7,88.8,81.4,85.2,75.7,,,,,2024,,1988.0,2201.0,2412.0,1882.0,2558.0,,,,,,26.9,51.1,1.6,13.4,7.0,,,,
"Eveland, Dana",445968,90.1,89.9,,82.2,83.6,,,,,,2016,2355.0,2229.0,,3006.0,2172.0,,,,,,2.9,47.4,,46.8,2.9,,,,,
"Axford, John",446099,96.8,97.3,,89.9,,79.1,,,,,2015,2252.0,2259.0,,2164.0,,2278.0,,,,,67.7,0.2,,14.2,,17.9,,,,
"Axford, John",446099,96.3,95.8,,91.4,,79.3,,,,,2016,2220.0,2075.0,,2308.0,,2195.0,,,,,75.1,0.6,,14.7,,9.6,,,,
"Axford, John",446099,95.1,95.2,,91.8,,78.8,,,,,2017,2241.0,2156.0,,2325.0,,2163.0,,,,,32.1,35.9,,15.7,,16.3,,,,
"Axford, John",446099,95.7,95.4,,91.7,,79.7,,,,,2018,2083.0,2030.0,,2272.0,,2072.0,,,,,12.6,62.4,,10.2,,14.9,,,,
"Detwiler, Ross",446321,92.9,91.9,,78.6,85.2,84.2,,,,,2015,2187.0,2055.0,,2059.0,1662.0,2020.0,,,,,31.2,44.0,,12.8,11.6,0.4,,,,
"Detwiler, Ross",446321,92.9,91.8,,78.3,85.8,,,,,,2016,2234.0,2063.0,,2100.0,1662.0,,,,,,36.1,31.0,,19.4,13.6,,,,,
"Detwiler, Ross",446321,91.6,90.7,88.6,83.8,84.9,78.1,,,,,2019,2214.0,2098.0,2257.0,2177.0,1644.0,2145.0,,,,,32.6,19.8,15.3,1.9,16.4,14.0,,,,
"Detwiler, Ross",446321,91.9,91.0,83.1,83.3,85.2,78.1,,,,,2020,2286.0,2099.0,1851.0,2179.0,1726.0,2155.0,,,,,27.7,29.3,2.6,27.7,9.3,3.5,,,,
"Detwiler, Ross",446321,91.9,91.1,85.1,,85.4,77.3,,,,,2021,2183.0,2014.0,2060.0,,1618.0,2050.0,,,,,33.9,17.3,36.8,,4.4,7.5,,,,
"Detwiler, Ross",446321,92.4,91.8,86.0,,86.8,77.0,,,,,2022,2244.0,2073.0,2150.0,,1468.0,2141.0,,,,,25.3,25.1,43.5,,2.8,3.4,,,,
"Kluber, Corey",446372,93.2,93.5,,88.9,85.6,83.3,,,,,2015,2381.0,2165.0,,2463.0,1743.0,2398.0,,,,,21.4,31.5,,26.8,4.8,15.5,,,,
"Kluber, Corey",446372,92.9,93.1,,89.4,85.8,83.9,,,,,2016,2443.0,2243.0,,2640.0,1673.0,2599.0,,,,,17.1,35.7,,24.0,4.6,18.6,,,,
"Kluber, Corey",446372,92.7,92.5,89.0,,85.8,84.4,,,,,2017,2372.0,2225.0,2580.0,,1707.0,2589.0,,,,,14.4,28.5,22.8,,6.1,28.1,,,,
"Kluber, Corey",446372,92.0,92.0,88.5,,85.2,83.8,,,,,2018,2410.0,2268.0,2604.0,,1751.0,2607.0,,,,,8.9,32.7,29.4,,6.6,22.5,,,,
"Kluber, Corey",446372,92.0,91.3,88.1,,84.9,82.9,,,,,2019,2332.0,2210.0,2503.0,,1804.0,2538.0,,,,,12.9,26.7,29.0,,8.5,22.9,,,,
"Kluber, Corey",446372,89.9,90.7,87.6,,84.7,81.9,,,,,2021,2263.0,2113.0,2454.0,,1638.0,2506.0,,,,,4.6,25.1,27.2,,13.8,29.4,,,,
"Kluber, Corey",446372,88.9,88.9,86.3,,82.9,80.7,,,,,2022,2275.0,2074.0,2463.0,,1652.0,2526.0,,,,,1.5,26.7,34.2,,10.3,27.3,,,,
"Kluber, Corey",446372,88.3,88.2,86.1,,82.1,80.5,,,,,2023,2278.0,2207.0,2480.0,,1722.0,2557.0,,,,,2.0,26.6,27.4,,15.9,28.2,,,,
"Cecil, Brett",446399,92.4,92.5,91.0,,85.7,84.6,,,,,2015,2146.0,2084.0,2186.0,,1480.0,2184.0,,,,,35.1,13.4,5.0,,6.8,39.6,,,,
"Cecil, Brett",446399,92.4,92.5,89.3,,84.9,84.4,,,,,2016,2209.0,2065.0,2238.0,,1461.0,2384.0,,,,,27.7,18.4,1.6,,6.7,45.6,,,,
"Cecil, Brett",446399,91.9,90.9,88.7,,83.1,83.4,,,,,2017,2040.0,1925.0,2129.0,,1408.0,2219.0,,,,,31.0,10.0,16.8,,13.1,29.1,,,,
"Cecil, Brett",446399,89.9,89.7,85.9,,82.9,81.3,,,,,2018,2089.0,2027.0,2204.0,,1381.0,2352.0,,,,,17.9,19.7,16.3,,9.3,36.7,,,,
"Ziegler, Brad",446899,,84.5,,,77.4,74.1,,,,,2015,,1816.0,,,1971.0,1719.0,,,,,,67.0,,,22.2,10.8,,,,
"Ziegler, Brad",446899,,84.5,,,76.9,74.1,,,,,2016,,1905.0,,,2104.0,2038.0,,,,,,57.9,,,24.1,18.0,,,,
"Ziegler, Brad",446899,,83.1,,,75.8,73.5,,,,,2017,,1880.0,,,2006.0,2065.0,,,,,,56.7,,,22.3,21.0,,,,
"Ziegler, Brad",446899,86.0,84.3,,,76.4,73.8,,,,,2018,1934.0,1876.0,,,1955.0,2113.0,,,,,0.1,73.1,,,8.3,18.5,,,,
"O'Flaherty, Eric",447714,90.8,90.6,,84.1,86.4,,,,,,2015,2032.0,2006.0,,2136.0,1695.0,,,,,,10.9,60.3,,27.3,1.5,,,,,
"O'Flaherty, Eric",447714,91.7,91.0,,84.2,86.4,,,,,,2016,1985.0,1964.0,,2396.0,1692.0,,,,,,14.4,57.8,,27.1,0.6,,,,,
